year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2014,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,686827,461288,225539,32.8,194521,211526.0,150053.0,70.93832436674451
2014,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,75160,25626,49534,65.9,94513,102354.0,91296.0,89.1963186587725
2014,Occupational therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62781,9027,53754,85.6,68823,75237.0,66990.0,89.03863790422267
2014,Physical therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,154006,57984,96022,62.3,74449,80327.0,71083.0,88.49203879143998
2014,Respiratory therapists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,89483,33330,56153,62.8,55979,60952.0,52433.0,86.0234282714267
2014,"Miscellaneous therapists, including exercise physiologists",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,99395,27919,71476,71.9,46527,50453.0,45564.0,90.3097932729471
2014,Veterinarians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,62082,28586,33496,54.0,87898,100638.0,80243.0,79.7342951966454
2014,Registered nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,2183447,253618,1929829,88.4,62280,67965.0,61961.0,91.16604134480984
2014,Nurse anesthetists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,20026,8875,11151,55.7,150828,162997.0,142372.0,87.34639287839654
2014,Nurse practitioners,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,92649,10063,82586,89.1,93344,100765.0,92421.0,91.71934699548454
2014,Clinical laboratory technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,240655,67742,172913,71.9,46116,50251.0,45086.0,89.72159758014766
2014,Diagnostic related technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,243730,77199,166531,68.3,55288,61101.0,52395.0,85.75146069622429
2014,Emergency medical technicians and paramedics,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,161288,116818,44470,27.6,42006,45812.0,36003.0,78.5885794115079
2014,Health practitioner support technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,431165,109040,322125,74.7,34036,43170.0,31930.0,73.96340050961315
2014,Licensed practical and licensed vocational nurses,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,588550,73173,515377,87.6,37020,39777.0,36863.0,92.67415843326545
2014,Medical records and health information technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,128111,12214,115897,90.5,35805,37349.0,35578.0,95.258239845779
2014,"Opticians, dispensing",Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,42394,13631,28763,67.8,37327,45916.0,34290.0,74.67985016116387
2014,Miscellaneous health technologists and technicians,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97285,40613,56672,58.3,40935,46835.0,37369.0,79.7886196220775
2014,Other healthcare practitioners and technical ,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,76705,42934,33771,44.0,51767,55296.0,47198.0,85.35517939814815
2014,"Nursing, psychiatric, and home health aides",Service,Healthcare Support,1204676,163850,1040826,86.4,25613,27354.0,25353.0,92.68479929809168
2014,Physical therapist assistants and aides,Service,Healthcare Support,49661,14590,35071,70.6,45272,47565.0,44280.0,93.09366130558185
2014,Massage therapists,Service,Healthcare Support,59445,15114,44331,74.6,29167,30553.0,28603.0,93.61764802147088
2014,Dental assistants,Service,Healthcare Support,160356,12214,148142,92.4,31154,38150.0,30934.0,81.08519003931848
2014,Medical assistants,Service,Healthcare Support,371596,33230,338366,91.1,29161,32055.0,28834.0,89.95164560910935
2014,Phlebotomists,Service,Healthcare Support,71105,8742,62363,87.7,30387,32364.0,30164.0,93.20232356939808
2014,"Healthcare support workers, all other, including medical equipment preparers",Service,Healthcare Support,88357,29607,58750,66.5,28572,33008.0,26809.0,81.21970431410567
2014,First-line supervisors of correctional officers,Service,Protective Service,54772,39920,14852,27.1,51123,52747.0,47980.0,90.96251919540448
2014,First-line supervisors of police and detectives,Service,Protective Service,99163,83876,15287,15.4,76115,79451.0,59909.0,75.4037079457779
2014,"First-line supervisors of protective service workers, all other",Service,Protective Service,67352,49211,18141,26.9,50683,51016.0,49734.0,97.48706288223302
2014,Firefighters,Service,Protective Service,278058,269060,8998,3.2,65037,65166.0,55953.0,85.86225946045484
2014,"Bailiffs, correctional officers, and jailers",Service,Protective Service,396206,291867,104339,26.3,43548,46662.0,38324.0,82.13107024988213
2014,Detectives and criminal investigators,Service,Protective Service,122800,93314,29486,24.0,74362,80236.0,60317.0,75.17448526845804
2014,Police and sheriff's patrol officers,Service,Protective Service,679836,589160,90676,13.3,60535,61068.0,52937.0,86.68533438134538
2014,Private detectives and investigators,Service,Protective Service,74485,42162,32323,43.4,51775,57338.0,45554.0,79.4481844501029
2014,Security guards and gaming surveillance officers,Service,Protective Service,672682,528648,144034,21.4,30461,30625.0,29526.0,96.41142857142856
2014,Transportation security screeners,Service,Protective Service,22644,14885,7759,34.3,40748,41780.0,38436.0,91.9961704164672
2014,"Lifeguards and other recreational, and all other protective service workers",Service,Protective Service,25901,16926,8975,34.7,30550,33579.0,24645.0,73.39408558920753
2014,Chefs and head cooks,Service,Food Preparation and Serving Related,317690,258841,58849,18.5,30912,31333.0,27334.0,87.23709826700285
2014,First-line supervisors of food preparation and serving workers,Service,Food Preparation and Serving Related,361486,164698,196788,54.4,24662,27882.0,21967.0,78.78559644214906
2014,Cooks,Service,Food Preparation and Serving Related,1158633,748984,409649,35.4,20695,21436.0,18708.0,87.27374510169807
2014,Food preparation workers,Service,Food Preparation and Serving Related,312134,147221,164913,52.8,19113,20107.0,18110.0,90.06813547520764
2014,Bartenders,Service,Food Preparation and Serving Related,206547,98170,108377,52.5,26711,30599.0,24184.0,79.03526259028072
2014,"Combined food preparation and serving workers, including fast food",Service,Food Preparation and Serving Related,127802,45650,82152,64.3,19301,19509.0,19204.0,98.43661899636066
2014,"Counter attendants, cafeteria, food concession, and coffee shop",Service,Food Preparation and Serving Related,32166,11409,20757,64.5,17266,18258.0,16890.0,92.50739401906014
2014,Waiters and waitresses,Service,Food Preparation and Serving Related,701881,255486,446395,63.6,21238,23875.0,20133.0,84.32670157068063
2014,"Food servers, nonrestaurant",Service,Food Preparation and Serving Related,82495,30421,52074,63.1,23645,27673.0,21543.0,77.84844433202038
2014,Dining room and cafeteria attendants and bartender helpers,Service,Food Preparation and Serving Related,106948,69856,37092,34.7,20330,20922.0,18970.0,90.67010802026574
2014,Dishwashers,Service,Food Preparation and Serving Related,108067,89294,18773,17.4,17764,17900.0,17295.0,96.62011173184356
2014,First-line supervisors of housekeeping and janitorial workers,Service,Building and Grounds Cleaning and Maintenance,175328,115757,59571,34.0,36071,41271.0,27272.0,66.08029851469554
2014,Janitors and building cleaners,Service,Building and Grounds Cleaning and Maintenance,1532714,1156110,376604,24.6,26883,29635.0,21904.0,73.91260334064451
2014,Maids and housekeeping cleaners,Service,Building and Grounds Cleaning and Maintenance,757647,119135,638512,84.3,20477,25146.0,19764.0,78.59699355762348
2014,Grounds maintenance workers,Service,Building and Grounds Cleaning and Maintenance,747493,715414,32079,4.3,24570,24616.0,22929.0,93.1467338316542
2014,First-line supervisors of gaming workers,Service,Personal Care and Service,18128,11231,6897,38.0,44452,45984.0,40514.0,88.1045581071677
2014,First-line supervisors of personal service workers,Service,Personal Care and Service,60234,23389,36845,61.2,32818,36619.0,31367.0,85.65771867063546
2014,Animal trainers,Service,Personal Care and Service,27257,12136,15121,55.5,29592,35604.0,25656.0,72.0593191776205
2014,Nonfarm animal caretakers,Service,Personal Care and Service,106483,30268,76215,71.6,23806,26048.0,22859.0,87.75721744471745
2014,Gaming services workers,Service,Personal Care and Service,66084,38049,28035,42.4,38759,40433.0,36969.0,91.432740583187
2014,Miscellaneous entertainment attendants and related workers,Service,Personal Care and Service,52296,30640,21656,41.4,25353,26824.0,23395.0,87.21667163733969
2014,"Morticians, undertakers, and funeral directors",Service,Personal Care and Service,32853,24345,8508,25.9,50136,51651.0,39199.0,75.89204468451724
2014,Barbers,Service,Personal Care and Service,69049,56626,12423,18.0,25380,26015.0,22291.0,85.68518162598501
2014,"Hairdressers, hairstylists, and cosmetologists",Service,Personal Care and Service,425183,46421,378762,89.1,24776,31715.0,23714.0,74.77218981554469
2014,Miscellaneous personal appearance workers,Service,Personal Care and Service,179507,35665,143842,80.1,21574,21809.0,21506.0,98.6106653216562
2014,"Baggage porters, bellhops, and concierges",Service,Personal Care and Service,58485,47332,11153,19.1,30649,31464.0,28102.0,89.31477243834223
2014,Tour and travel guides,Service,Personal Care and Service,15875,10345,5530,34.8,27641,26595.0,30540.0,114.83361534122956
2014,Childcare workers,Service,Personal Care and Service,538900,29136,509764,94.6,20642,24602.0,20452.0,83.13145272742052
2014,Personal care aides,Service,Personal Care and Service,629543,115059,514484,81.7,21825,24091.0,21459.0,89.0747582084596
2014,Recreation and fitness workers,Service,Personal Care and Service,173857,73410,100447,57.8,31005,35635.0,27867.0,78.20120667882699
2014,Residential advisors,Service,Personal Care and Service,27719,9506,18213,65.7,27733,27532.0,27761.0,100.8317594072352
2014,"Personal care and service workers, all other",Service,Personal Care and Service,46143,27591,18552,40.2,25728,26138.0,24444.0,93.51901446170326
2014,First-line supervisors of retail sales workers,Sales and Office,Sales and Related,2548184,1454977,1093207,42.9,38807,44447.0,32093.0,72.20509820685311
2014,First-line supervisors of non-retail sales workers,Sales and Office,Sales and Related,1073544,763485,310059,28.9,61010,62257.0,55013.0,88.36436063414556
2014,Cashiers,Sales and Office,Sales and Related,964264,275605,688659,71.4,20251,21696.0,19688.0,90.7448377581121
2014,Counter and rental clerks,Sales and Office,Sales and Related,47070,25390,21680,46.1,28446,36039.0,23941.0,66.43081106578984
2014,Parts salespersons,Sales and Office,Sales and Related,84821,75787,9034,10.7,35264,36195.0,26989.0,74.56554772758668
2014,Retail salespersons,Sales and Office,Sales and Related,1706417,1034865,671552,39.4,31567,36903.0,26051.0,70.59317670650083
2014,Advertising sales agents,Sales and Office,Sales and Related,139398,72167,67231,48.2,55768,60973.0,50664.0,83.0925163597002
2014,Insurance sales agents,Sales and Office,Sales and Related,435197,232437,202760,46.6,50441,61939.0,40861.0,65.96974442596748
2014,"Securities, commodities, and financial services sales agents",Sales and Office,Sales and Related,212151,151873,60278,28.4,81020,100017.0,57024.0,57.01430756771349
2014,Travel agents,Sales and Office,Sales and Related,53306,10988,42318,79.4,39306,42195.0,37187.0,88.13129517715369
2014,"Sales representatives, services, all other",Sales and Office,Sales and Related,529277,363958,165319,31.2,60973,66103.0,50916.0,77.02524847586344
2014,"Sales representatives, wholesale and manufacturing",Sales and Office,Sales and Related,1177413,872483,304930,25.9,61920,65198.0,52549.0,80.59909813184454
2014,Real estate brokers and sales agents,Sales and Office,Sales and Related,534320,261734,272586,51.0,52124,62132.0,46221.0,74.39161784587652
2014,Telemarketers,Sales and Office,Sales and Related,38731,15021,23710,61.2,25063,27405.0,22793.0,83.17095420543697
2014,"Door-to-door sales workers, news and street vendors, and related workers",Sales and Office,Sales and Related,54795,32505,22290,40.7,27326,29807.0,24704.0,82.87986043546817
2014,"Sales and related workers, all other",Sales and Office,Sales and Related,187100,107761,79339,42.4,51804,60938.0,44199.0,72.53109718074107
2014,First-line supervisors of office and administrative support workers,Sales and Office,Office and Administrative Support,1146803,449090,697713,60.8,47166,52192.0,44181.0,84.65090435315757
2014,Bill and account collectors,Sales and Office,Office and Administrative Support,141345,39750,101595,71.9,33001,35614.0,32404.0,90.9866906272814
2014,Billing and posting clerks,Sales and Office,Office and Administrative Support,375964,43730,332234,88.4,33078,38530.0,32379.0,84.03581624708019
2014,"Bookkeeping, accounting, and auditing clerks",Sales and Office,Office and Administrative Support,821268,111395,709873,86.4,37260,41368.0,36891.0,89.17762521755947
2014,Payroll and timekeeping clerks,Sales and Office,Office and Administrative Support,124952,16181,108771,87.1,40093,41891.0,39584.0,94.49285049294598
2014,Procurement clerks,Sales and Office,Office and Administrative Support,26885,11186,15699,58.4,49515,59765.0,43055.0,72.04049192671296
2014,Tellers,Sales and Office,Office and Administrative Support,228539,33332,195207,85.4,25876,26341.0,25808.0,97.97653847613985
2014,"Financial clerks, all other",Sales and Office,Office and Administrative Support,94393,34648,59745,63.3,46241,66189.0,40423.0,61.072081463687326
2014,"Court, municipal, and license clerks",Sales and Office,Office and Administrative Support,59598,13619,45979,77.1,36682,41381.0,35895.0,86.74270800608976
2014,"Credit authorizers, checkers, and clerks",Sales and Office,Office and Administrative Support,38097,10010,28087,73.7,37407,46838.0,36218.0,77.32610273709382
2014,Customer service representatives,Sales and Office,Office and Administrative Support,1669991,591258,1078733,64.6,32332,36341.0,31531.0,86.76426075231832
2014,"Eligibility interviewers, government programs",Sales and Office,Office and Administrative Support,65854,12952,52902,80.3,41195,47051.0,40508.0,86.09381309642728
2014,File clerks,Sales and Office,Office and Administrative Support,164174,37427,126747,77.2,31981,36499.0,31482.0,86.25441792925834
2014,"Hotel, motel, and resort desk clerks",Sales and Office,Office and Administrative Support,75704,29858,45846,60.6,21651,22119.0,21218.0,95.92657895926578
2014,"Interviewers, except eligibility and loan",Sales and Office,Office and Administrative Support,84111,15614,68497,81.4,32072,36282.0,31690.0,87.34358635135881
2014,Loan interviewers and clerks,Sales and Office,Office and Administrative Support,99022,19370,79652,80.4,41743,44236.0,41251.0,93.25210236006872
2014,Order clerks,Sales and Office,Office and Administrative Support,85608,38120,47488,55.5,31715,32151.0,31320.0,97.41532145189883
2014,"Human resources assistants, except payroll and timekeeping",Sales and Office,Office and Administrative Support,48476,9353,39123,80.7,38134,41918.0,37139.0,88.59916980771983
2014,Receptionists and information clerks,Sales and Office,Office and Administrative Support,643687,61685,582002,90.4,27125,30650.0,26976.0,88.01305057096248
2014,Reservation and transportation ticket agents and travel clerks,Sales and Office,Office and Administrative Support,87092,37127,49965,57.4,37781,41676.0,35527.0,85.2457049620885
2014,"Information and record clerks, all other",Sales and Office,Office and Administrative Support,73262,13687,59575,81.3,36034,40504.0,35578.0,87.83823819869643
