year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2013,Procurement clerks,Sales and Office,Office and Administrative Support,32617,13441,19176,58.8,50876,65297.0,45564.0,69.77962234099576
2013,Tellers,Sales and Office,Office and Administrative Support,233474,26160,207314,88.8,25260,25564.0,25222.0,98.66218119230167
2013,"Financial clerks, all other",Sales and Office,Office and Administrative Support,95267,37438,57829,60.7,50176,67732.0,42122.0,62.189216323155975
2013,"Court, municipal, and license clerks",Sales and Office,Office and Administrative Support,70610,13198,57412,81.3,36977,42192.0,35585.0,84.34063329541145
2013,"Credit authorizers, checkers, and clerks",Sales and Office,Office and Administrative Support,40119,10893,29226,72.8,36579,50853.0,35037.0,68.89859005368415
2013,Customer service representatives,Sales and Office,Office and Administrative Support,1589129,535845,1053284,66.3,31913,35505.0,31152.0,87.73975496408957
2013,"Eligibility interviewers, government programs",Sales and Office,Office and Administrative Support,65971,14730,51241,77.7,41398,50400.0,40071.0,79.50595238095238
2013,File clerks,Sales and Office,Office and Administrative Support,189148,44248,144900,76.6,32442,35594.0,31976.0,89.83536551104119
2013,"Hotel, motel, and resort desk clerks",Sales and Office,Office and Administrative Support,76241,27058,49183,64.5,21564,21995.0,21329.0,96.9720390997954
2013,"Interviewers, except eligibility and loan",Sales and Office,Office and Administrative Support,84440,16624,67816,80.3,31180,35424.0,30395.0,85.80341011743451
2013,"Library assistants, clerical",Sales and Office,Office and Administrative Support,33132,5578,27554,83.2,28558,30889.0,27952.0,90.49176082100423
2013,Loan interviewers and clerks,Sales and Office,Office and Administrative Support,116281,25344,90937,78.2,39905,41750.0,38807.0,92.9508982035928
2013,Order clerks,Sales and Office,Office and Administrative Support,85033,33587,51446,60.5,31732,33757.0,31216.0,92.47267233462688
2013,"Human resources assistants, except payroll and timekeeping",Sales and Office,Office and Administrative Support,54580,9723,44857,82.2,40081,42293.0,37643.0,89.00527274016977
2013,Receptionists and information clerks,Sales and Office,Office and Administrative Support,657793,63049,594744,90.4,27345,29454.0,27222.0,92.42208189040538
2013,Reservation and transportation ticket agents and travel clerks,Sales and Office,Office and Administrative Support,86373,38370,48003,55.6,36454,40755.0,35344.0,86.72310145994356
2013,"Information and record clerks, all other",Sales and Office,Office and Administrative Support,85226,14182,71044,83.4,36818,41589.0,36352.0,87.40772800500132
2013,Couriers and messengers,Sales and Office,Office and Administrative Support,151599,130948,20651,13.6,37808,39789.0,30480.0,76.604086556586
2013,Dispatchers,Sales and Office,Office and Administrative Support,235227,108901,126326,53.7,36730,41363.0,34067.0,82.3610473128158
2013,Postal service clerks,Sales and Office,Office and Administrative Support,94064,47005,47059,50.0,53357,54166.0,52574.0,97.06088690322342
2013,Postal service mail carriers,Sales and Office,Office and Administrative Support,251980,161216,90764,36.0,55923,57073.0,52085.0,91.26031573598723
2013,"Postal service mail sorters, processors, and processing machine operators",Sales and Office,Office and Administrative Support,61856,30285,31571,51.0,53497,54885.0,52637.0,95.90416325043272
2013,"Production, planning, and expediting clerks",Sales and Office,Office and Administrative Support,267453,115532,151921,56.8,44865,56437.0,37246.0,65.99571203288622
2013,"Shipping, receiving, and traffic clerks",Sales and Office,Office and Administrative Support,445945,322035,123910,27.8,30682,31401.0,27939.0,88.97487341167478
2013,Stock clerks and order fillers,Sales and Office,Office and Administrative Support,814645,536330,278315,34.2,26489,27032.0,25493.0,94.30674755844925
2013,"Weighers, measurers, checkers, and samplers, recordkeeping",Sales and Office,Office and Administrative Support,61712,35803,25909,42.0,35476,40651.0,30345.0,74.64761014489189
2013,Secretaries and administrative assistants,Sales and Office,Office and Administrative Support,2402826,112008,2290818,95.3,35814,40599.0,35677.0,87.8765486834651
2013,Computer operators,Sales and Office,Office and Administrative Support,78265,43996,34269,43.8,42028,48966.0,37288.0,76.15079851325409
2013,Data entry keyers,Sales and Office,Office and Administrative Support,235336,51507,183829,78.1,31745,35544.0,31236.0,87.87981093855502
2013,Word processors and typists,Sales and Office,Office and Administrative Support,217182,29544,187638,86.4,32507,36294.0,32208.0,88.74194081666391
2013,Insurance claims and policy processing clerks,Sales and Office,Office and Administrative Support,289881,54892,234989,81.1,36090,40293.0,35574.0,88.28828828828829
2013,"Mail clerks and mail machine operators, except postal service",Sales and Office,Office and Administrative Support,54267,29670,24597,45.3,29276,30238.0,28308.0,93.61730273166216
2013,"Office clerks, general",Sales and Office,Office and Administrative Support,729066,127739,601327,82.5,32439,36371.0,32155.0,88.4083473096698
2013,"Office machine operators, except computer",Sales and Office,Office and Administrative Support,24326,12575,11751,48.3,32321,35302.0,31192.0,88.35760013596963
2013,Statistical assistants,Sales and Office,Office and Administrative Support,17346,6145,11201,64.6,41311,46090.0,40058.0,86.91256237795616
2013,"Office and administrative support workers, all other",Sales and Office,Office and Administrative Support,428493,103715,324778,75.8,38662,44833.0,36981.0,82.48611513840251
2013,"Graders and sorters, agricultural products","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",32773,11741,21032,64.2,20420,23490.0,18099.0,77.04980842911877
2013,Miscellaneous agricultural workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",451767,383111,68656,15.2,23324,24602.0,17713.0,71.99821152751808
2013,First-line supervisors of construction trades and extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,601644,584749,16895,2.8,55843,56164.0,43878.0,78.12477743750446
2013,Carpenters,"Natural Resources, Construction, and Maintenance",Construction and Extraction,677720,667276,10444,1.5,34496,34698.0,26702.0,76.95544411781658
2013,Construction laborers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,986693,961321,25372,2.6,31027,31066.0,27927.0,89.89570591643597
2013,Electricians,"Natural Resources, Construction, and Maintenance",Construction and Extraction,583544,573504,10040,1.7,49969,50029.0,41299.0,82.55012092986068
2013,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",Construction and Extraction,326717,310089,16628,5.1,30027,30131.0,26453.0,87.79330257873951
2013,Construction and building inspectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,67510,60968,6542,9.7,52318,53088.0,45705.0,86.09290235081374
2013,"First-line supervisors of mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",243639,226658,16981,7.0,56777,57076.0,52927.0,92.7307449716168
2013,"Computer, automated teller, and office machine repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",176644,156442,20202,11.4,42430,43137.0,39601.0,91.80286065326747
2013,Radio and telecommunications equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",142862,129293,13569,9.5,52061,52209.0,45468.0,87.08843302878813
2013,Aircraft mechanics and service technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",141341,134480,6861,4.9,55948,56690.0,45440.0,80.15523019932968
2013,Automotive service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",681551,672920,8631,1.3,35491,35523.0,31587.0,88.91985474199814
2013,Industrial and refractory machinery mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",332142,322465,9677,2.9,50350,50482.0,41142.0,81.49835584960977
2013,"Maintenance and repair workers, general","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",449977,432709,17268,3.8,41557,41683.0,36185.0,86.8099704915673
